# Pathway	4367_Abundance	4368_Abundance	4369_Abundance	4370_Abundance	4371_Abundance	4372_Abundance	4373_Abundance	4374_Abundance	4375_Abundance	4376_Abundance	4377_Abundance	4378_Abundance	4379_Abundance	4380_Abundance	4381_Abundance	4382_Abundance	4383_Abundance	4384_Abundance	4385_Abundance	4386_Abundance	4387_Abundance	4388_Abundance	4389_Abundance	4390_Abundance	4391_Abundance	4392_Abundance	4393_Abundance	4394_Abundance	4395_Abundance	4396_Abundance	4397_Abundance	4398_Abundance	4399_Abundance	4400_Abundance	4401_Abundance	4402_Abundance	4403_Abundance	4404_Abundance	4405_Abundance	4406_Abundance	4408_Abundance	4409_Abundance	4410_Abundance	4412_Abundance	4413_Abundance	4414_Abundance	4416_Abundance	4417_Abundance	4418_Abundance	4419_Abundance	4421_Abundance	4422_Abundance	4423_Abundance	4424_Abundance	4425_Abundance	4426_Abundance	4427_Abundance	4428_Abundance	4429_Abundance	4430_Abundance	4431_Abundance	4432_Abundance	4433_Abundance	4434_Abundance	4435_Abundance	4436_Abundance	4437_Abundance	4438_Abundance
PWY-6527: stachyose degradation	8.39414e-06	0	0.000133948	0.000246496	0.000223851	0.000157731	4.88885e-06	0.000272875	0.000349553	0	7.54183e-07	0.000187096	0.000539169	0.000278943	0	0.00012984	0.000208286	0.000345832	0.000502029	0.000887273	0.000269287	0.000387207	0.000503851	0.000228264	0.000589808	0.000121201	0.000350177	0.000144754	2.82338e-05	0.000426189	0.000438903	0.000330225	0.000376211	0.000778535	0	0.000269495	0.000359496	0.000371244	4.77434e-05	0	5.41093e-07	1.74878e-05	0.000371249	4.48093e-05	0.000178854	0.000179296	9.71672e-05	0.000278908	0.000165382	0.00012423	0	1.70368e-06	0.000415167	0.000283528	0.000358165	0.000503181	0.000377356	0.000287644	0.000346598	0.000342751	0.0003952	0.000472503	0.000433976	0.000290026	0.000182623	0.000232799	0.000227024	0.000293477
PWY-6531: mannitol cycle	0	0	0	3.09244e-05	0	0	0	3.52377e-07	8.97135e-06	0	0	3.35404e-05	0	6.76753e-07	0	0	0	4.98532e-05	0	3.18334e-07	2.95006e-06	1.05302e-06	0	0	8.54691e-06	0	4.06467e-08	0	6.07731e-07	8.13701e-06	4.69078e-06	0	9.62223e-06	8.20065e-05	0	1.37239e-05	8.82464e-06	2.32105e-06	0	0	0	0	2.96865e-05	0	0	1.24228e-05	0	3.21067e-05	5.11436e-06	3.60319e-07	0	0	2.26411e-05	2.83569e-06	5.91441e-06	2.06476e-06	1.51399e-05	1.82621e-06	2.02316e-05	2.0202e-05	2.84893e-05	2.53688e-05	2.59121e-05	1.73799e-06	8.68217e-06	7.04219e-06	6.73423e-07	2.19841e-07
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0	0	7.32161e-05	0.000155119	3.15246e-05	0.000120883	0.000106247	5.84403e-06	7.64018e-05	1.19868e-05	2.89727e-05	5.0256e-05	6.47081e-05	2.45594e-05	5.3833e-06	0.000201347	0.000146467	0.000226601	0.000119022	0.000254729	6.15893e-05	0.000232616	0.000201701	0.000163292	0.000328839	2.57126e-05	8.80313e-05	6.01412e-05	3.52601e-05	0.00011842	0.000201706	6.25283e-05	0.000108117	0	0	0.000176573	0.000173848	0.000198402	1.8339e-05	0	5.59417e-06	0	0.000141784	0.000196923	1.85872e-05	4.87386e-05	3.90114e-06	0.000214815	0.000202371	1.34609e-05	0	2.42296e-05	0.000148393	0.000133065	0.000159928	0.000179206	0.000176068	0.000131351	0.000172006	0.000178585	0.000181756	0.000212866	0.000222565	0.0001009	0.000180163	0.00014637	9.88799e-05	0.000205405
PWY-6549: L-glutamine biosynthesis III	0	0	1.75092e-05	1.36e-06	0	3.66002e-05	0	0	3.17871e-05	0	0	0	1.06273e-06	5.35017e-06	0	0	7.53234e-06	3.21981e-06	1.00215e-06	0	6.0854e-07	1.9152e-06	8.64143e-07	0	7.32989e-07	0	1.84514e-06	1.00367e-06	0	2.72107e-05	2.71809e-06	0	0	0	0	0	5.09396e-06	0	0	0	0	0	0	0	0	0	1.63853e-07	1.26695e-05	9.07608e-06	6.84364e-06	0	0	0	1.51034e-06	2.80886e-06	3.70216e-06	2.38537e-07	1.44754e-06	3.81011e-06	7.08552e-07	3.43905e-06	3.07345e-06	2.41306e-06	1.00271e-06	1.42193e-06	6.41372e-07	9.81846e-07	3.01842e-05
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	1.21351e-06	0	0	1.47484e-07	0	0	0	0	0	0	0	0	5.57099e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	0	0	0	2.1348e-05	6.74653e-07	2.88648e-05	0	0	0	0	0	8.38748e-06	8.9009e-06	2.75525e-06	0	1.17843e-06	1.45685e-05	3.52362e-05	1.6114e-05	0	7.3035e-05	5.96365e-05	7.36483e-06	4.75965e-07	3.87478e-05	5.58903e-06	8.97368e-05	3.48334e-06	1.04095e-06	2.99658e-05	5.05875e-05	0	7.98683e-05	0	0	3.62846e-05	3.24231e-05	0.000114416	2.63051e-06	0	0	0	4.29927e-05	0	8.47697e-06	2.69302e-06	0	1.26391e-06	1.17962e-05	3.56098e-06	0	0	4.90083e-05	2.24561e-05	2.71283e-05	5.11018e-05	3.87325e-05	2.16848e-05	3.11223e-05	3.69908e-05	1.784e-05	4.67664e-05	2.88873e-05	3.58231e-05	5.96866e-06	1.70626e-05	2.41997e-05	3.06621e-05
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0	0	0	3.12853e-07	0	1.54945e-05	0	0	5.46945e-06	0	0	1.62781e-06	8.94225e-06	4.3874e-07	0	0	3.86196e-06	5.02044e-06	0	0	9.2078e-06	1.82391e-05	1.52652e-06	0	3.1644e-05	0	0	2.27557e-07	4.07221e-06	0	6.87277e-06	0	0	0	0	1.63787e-05	2.71996e-05	6.64104e-05	0	0	0	0	5.9089e-06	0	0	0	0	1.31587e-06	1.66458e-05	3.98058e-07	0	0	1.83398e-05	1.82674e-05	2.20213e-05	4.41155e-06	2.36124e-05	1.64106e-05	1.61968e-05	1.92449e-05	1.83558e-05	3.38244e-05	3.99971e-05	1.99012e-05	2.34084e-05	2.8684e-05	2.99231e-06	1.0978e-05
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	0	4.95629e-06	1.01138e-05	2.02314e-06	1.21752e-05	9.56405e-06	0	3.8171e-05	0	2.23773e-07	1.86257e-05	1.26388e-05	1.13092e-07	0	4.1851e-08	5.19735e-05	6.53472e-06	4.53348e-05	7.79583e-07	4.03269e-05	1.48416e-05	0	2.48864e-07	2.85197e-05	1.30364e-05	4.11399e-06	3.02555e-07	1.25828e-06	5.17061e-05	3.91385e-05	1.40522e-06	6.91939e-05	1.15627e-06	0	7.4278e-05	1.00523e-05	2.80108e-05	0	0	0	0	3.43785e-05	3.46961e-05	9.14703e-08	4.27195e-05	7.18932e-06	6.61061e-06	1.59377e-05	1.11913e-05	0	0	6.18692e-05	0.000113259	4.04301e-05	3.95713e-05	2.82089e-05	0.000114013	3.98155e-05	4.38969e-05	3.5866e-05	5.8144e-05	3.6007e-05	3.00239e-05	1.00692e-05	2.89051e-05	2.5747e-05	1.4702e-05
PWY-6596: adenosine nucleotides degradation I	0	0	0	0	0	0	3.56967e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32956e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56796e-06	6.87329e-07	8.86556e-07	0	0	0	0	1.01741e-05	0	0	0	1.20742e-05	0	0	0	0	0	1.55885e-06	0	0	0	0
PWY-6598: sciadonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37711e-06	0	0	0	0	0	5.73899e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	0	0	5.80046e-06	1.1869e-05	3.91414e-06	1.38155e-05	1.04029e-05	0	3.57601e-05	0	6.72039e-07	2.20548e-05	1.32595e-05	5.47841e-06	0	5.02192e-08	5.67935e-05	7.62049e-06	4.44551e-05	4.54351e-05	5.41246e-05	3.45582e-05	3.31042e-05	2.98199e-07	8.56943e-05	1.55216e-05	7.61168e-05	3.07518e-05	5.46651e-06	5.79407e-05	9.96828e-05	1.16397e-05	7.41374e-05	1.3525e-06	0	7.78362e-05	1.93449e-05	9.66372e-05	7.21349e-05	0	0	0	3.87913e-05	3.94581e-05	7.43038e-06	4.42923e-05	1.7759e-05	1.77602e-05	3.03072e-05	1.3087e-05	0	7.51048e-07	6.86454e-05	0.000113803	6.35832e-05	9.83005e-05	7.02613e-05	0.000113209	5.73435e-05	5.88559e-05	5.57277e-05	0.000105009	0.000104022	4.04997e-05	1.14777e-05	3.76456e-05	3.74162e-05	5.67561e-05
PWY-6608: guanosine nucleotides degradation III	0	0	3.97742e-05	9.19607e-05	0.000395058	4.35492e-05	1.87203e-05	0	4.23044e-05	0.000274291	0.000168566	0.000274236	1.90709e-05	8.53718e-05	8.69732e-05	0.000198667	0.00011303	4.54926e-05	5.58514e-05	0.000515584	0.000125862	9.77133e-05	0.000197935	3.39782e-05	0.000196672	0.000267158	0.000322314	0.000251042	0.000118255	0.00017372	0.000133957	1.96131e-05	0.000128366	9.30476e-06	0	0.000111731	5.71118e-05	0.000222268	0.000208304	0	7.35921e-05	3.0236e-06	0.000114172	0.00012239	0.00036177	6.13882e-05	6.91245e-05	0.00012187	5.76081e-05	9.01627e-05	2.53066e-05	0.000317512	0.000127023	0.000143118	0.000138807	0.000148028	0.000178512	0.000140427	0.000154743	0.000158834	0.000128345	0.000185781	0.000153114	0.000115028	3.88115e-05	7.61334e-05	0.000114381	0.00015049
PWY-6609: adenine and adenosine salvage III	2.28205e-05	0	0.000171087	0.00026641	0.000246633	0.000382227	0.00029089	0.000124439	0.000386568	0.000225213	0.00027715	0.000181271	0.000228091	0.000274406	3.89015e-05	0.000218915	0.000198979	0.000395434	0.000493456	0.000819973	0.000285869	0.000331545	0.000474187	0.000352613	0.000563104	0.000182812	0.000247388	0.0001938	0.000137379	0.0002248	0.00043178	0.000457579	0.000302188	0.000412793	1.93525e-05	0.000204262	0.00036791	0.000393109	0.000181601	2.11976e-05	3.69914e-05	1.62556e-05	0.000313445	0.000348363	0.000233738	0.000363933	0.000290991	0.000301862	0.00025947	0.000173431	1.71223e-05	0.000249187	0.000420887	0.000197777	0.000333451	0.000533284	0.000384227	0.000187042	0.000298769	0.00031506	0.000393607	0.000441369	0.000416795	0.000260873	0.000182868	0.000174536	0.000265238	0.000336885
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	7.3276e-05	2.81387e-05	0.000273619	4.43535e-05	0	0	4.81477e-05	0	2.50145e-07	0.000143189	4.39446e-05	3.38629e-05	0	0.000124366	5.73514e-05	1.02085e-05	4.49513e-05	2.26488e-05	4.24761e-06	2.45501e-05	1.50215e-05	8.62776e-06	3.39715e-05	0.000123063	0.000136991	0.000126147	8.25249e-07	1.52324e-06	6.46322e-05	7.17684e-07	7.60009e-05	0	0	6.84827e-05	9.25205e-06	6.13796e-05	5.7922e-05	0	1.83434e-05	0	4.90233e-05	0	0.000246892	2.3549e-05	4.51477e-05	2.58343e-05	3.34002e-05	4.01547e-05	0	5.0479e-07	7.65718e-05	4.37094e-05	4.33938e-05	3.20791e-05	5.3005e-05	4.35867e-05	5.21323e-05	5.60872e-05	4.09293e-05	7.68495e-05	3.65637e-05	3.19212e-05	1.01664e-05	1.11613e-05	1.93125e-05	2.65362e-05
PWY-6628: superpathway of L-phenylalanine biosynthesis	1.05295e-05	0	0.000115458	0.000132598	0.000219503	0.00025466	1.05362e-05	0	8.18514e-05	0.000293732	0.000257193	0.000172	0.000201538	8.59412e-05	8.45064e-05	0.000275006	9.52631e-05	1.91602e-05	0.000242717	6.18721e-05	6.23282e-07	1.98745e-05	4.15716e-05	3.83838e-05	2.05689e-05	0.000157622	0.000171215	0.000187066	0.000110511	6.71756e-06	0.000222403	1.42874e-05	1.22335e-06	6.62307e-07	4.46978e-05	7.75918e-05	3.68405e-06	4.66356e-05	0.000188967	0	7.5258e-05	5.97772e-06	6.88812e-05	0.000146232	0.000189945	0.000102793	0.000140839	9.6644e-05	9.80709e-05	0.000150876	0	0.000318247	9.58909e-06	0.000155806	1.59204e-05	2.55729e-05	1.30919e-05	0.000142411	1.45876e-05	5.25667e-06	7.41712e-06	1.46424e-05	3.93479e-06	3.87631e-06	3.71472e-06	1.45734e-05	8.0339e-05	5.33843e-06
PWY-6629: superpathway of L-tryptophan biosynthesis	0	0	6.99019e-05	9.603e-05	0.000150668	0.000125034	0	0	6.70785e-05	0	0	0.000155624	2.16002e-05	4.63444e-05	0	0.000101076	4.36154e-05	3.55663e-06	8.44137e-05	4.38551e-05	7.48471e-07	1.88582e-05	5.57699e-05	4.48179e-05	4.24738e-06	0.000136602	0.000154446	0.000153998	0	0	1.1145e-05	0	1.47095e-06	0	0	2.18565e-05	4.42169e-06	3.33435e-05	5.05512e-05	0	0	0	5.01823e-05	0	0.00016773	1.98049e-05	0.000108512	9.82536e-05	1.49725e-05	0.000139255	0	1.07112e-06	1.61453e-06	6.61627e-06	2.53886e-06	3.68949e-06	4.12368e-06	4.38243e-06	3.50978e-06	2.89423e-06	0	1.08627e-06	0	7.48943e-07	4.46394e-06	1.92252e-06	1.33332e-06	0
PWY-6630: superpathway of L-tyrosine biosynthesis	1.90147e-05	0	0.000109065	0.000132319	0.000207234	0.000169711	7.85363e-07	1.83579e-06	5.20159e-05	0.000289594	0.00025763	0.000142874	6.34667e-05	7.21024e-05	8.36488e-05	0.000268026	9.55886e-05	3.89505e-05	0.000129187	4.35587e-05	9.23575e-06	1.7704e-05	3.7158e-05	3.84078e-05	1.12463e-05	0.000147946	0.000142862	0.000174159	0.000111917	0	2.0976e-05	0	1.22339e-06	1.02498e-05	0	7.96417e-05	3.68224e-06	2.7717e-05	0.000189595	0	7.37892e-05	5.97779e-06	6.60545e-05	0.000148339	0.000167874	7.14778e-05	9.35792e-05	6.99052e-05	7.09346e-05	0.00012853	0	0.000313685	8.35917e-06	2.95644e-05	2.11327e-06	8.29883e-06	4.61374e-06	2.15848e-05	1.0284e-05	3.9444e-06	3.73762e-07	4.83925e-06	8.74359e-06	6.24268e-07	3.72526e-06	1.02028e-05	1.87286e-06	0
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42681e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37701e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0	0	3.33834e-05	1.82718e-05	7.6695e-05	4.10161e-05	0	0	6.27782e-06	0.000197553	8.07059e-05	3.65508e-05	1.44605e-05	1.70227e-05	5.84898e-05	0.00018811	4.09575e-06	1.47448e-07	7.76691e-06	6.04857e-06	0	1.76635e-06	7.778e-06	5.24102e-06	6.63526e-07	0.000129656	3.11907e-05	8.40144e-05	4.16575e-05	0	1.46353e-06	0	0	5.34035e-07	0	1.86418e-06	0	3.8981e-06	0.000150027	0	4.40307e-05	0	6.24758e-06	1.88967e-05	0.000134253	8.2059e-06	2.59562e-05	1.04463e-05	9.98115e-06	5.27567e-05	0	0.000209995	1.77916e-07	2.87061e-06	0	1.07647e-06	6.33174e-07	2.27288e-06	7.06356e-07	1.34494e-06	0	2.36056e-07	0	0	7.57454e-07	1.02907e-06	1.97316e-07	0
PWY-6700: queuosine biosynthesis	0.00117096	1.30887e-05	0.000516704	0.000261009	0.000216404	0.000322637	1.19243e-05	0.000875152	0.000382325	0.000319254	0.000366672	0.000273586	0.000169922	0.000342894	0.000138428	0.00023075	0.00032276	0.000429024	0.000252275	0.000811977	0.000287832	0.000437035	0.000341281	0.000329138	0.000542709	0.000177517	0.000257963	0.000176599	0.000218963	0.000399426	0.000388539	0.000510583	0.000454696	7.84159e-06	0.000255844	0.000451294	0.000395504	0.000512447	0.000200165	4.53648e-05	0.000148978	0.0020182	0.000315464	0.000366823	0.000205233	0.000158512	9.77392e-05	0.000346064	0.000420228	0.000232293	0.000261183	0.000302411	0.000451714	0.000412048	0.000458104	0.000490565	0.000418475	0.000433583	0.000441562	0.00044343	0.000448517	0.000486838	0.000519708	0.000552152	0.00085023	0.000654287	0.000221268	0.00064688
PWY-6703: preQ0 biosynthesis	0	0	0.000448264	0.000183483	0.000164515	0.000182793	3.55645e-06	0.000180972	0.000219268	0.000249767	0.000313926	0.000208263	0.000104948	0.000206976	6.18336e-05	0.000212501	0.000236365	0.00030541	0.000181506	0.000550475	0.000175163	0.000254277	0.00025788	0.000176687	0.000317688	0.000146559	0.000189527	0.000132959	0.000176697	0.000253863	0.0002468	0.000387344	0.000357153	7.70052e-06	0.000109717	0.000366841	0.000302011	0.000359602	0.000186111	3.26627e-05	5.53891e-05	0	0.000232652	0.000212219	0.000126854	8.10451e-05	4.4848e-05	0.000236429	0.000211137	8.58571e-05	0.000179071	0.000254128	0.0003131	0.000176562	0.000310952	0.000303291	0.000278889	0.000185567	0.000316525	0.000328988	0.000326366	0.000333003	0.000355117	0.000219372	0.000270149	0.000196506	0.00014239	0.000343306
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0	0	3.69003e-05	3.45996e-05	8.94254e-05	4.69254e-05	0	0	1.10265e-05	0.000177073	0.000117686	8.2706e-05	1.1274e-05	2.49133e-05	6.92335e-05	0.000218056	2.14972e-05	1.88547e-06	1.94495e-05	1.28254e-05	1.46679e-07	6.91642e-06	1.19926e-05	1.59845e-05	1.91095e-06	2.48821e-05	3.33064e-05	8.60665e-05	4.39435e-05	0	7.57052e-06	2.37108e-07	1.09586e-07	5.07001e-07	2.1713e-05	9.67235e-06	0	6.52916e-06	0.000105553	4.65891e-05	6.05268e-05	0	1.1079e-05	2.2681e-05	0.000238961	1.16559e-05	3.77644e-05	2.30904e-05	1.80142e-05	6.80095e-05	3.68417e-06	0.000255063	3.65143e-07	5.36986e-06	4.30381e-07	4.72056e-06	1.03311e-06	5.07114e-06	1.01935e-06	2.11335e-06	0	7.64859e-07	3.61891e-07	1.7824e-07	1.55575e-06	2.01222e-06	8.05959e-07	0
PWY-6731: starch degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27625e-06	3.07217e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5794e-06	0	0	0	0	0	0	0	5.17947e-07	0	0	0	3.49339e-06	0	0	0	2.18222e-06	0	2.93512e-07	0	3.11369e-06	0	0	0	0	0	2.81547e-07	0	8.01658e-07	4.96933e-07	0
PWY-6737: starch degradation V	2.65335e-05	0	0.000359639	0.000475148	8.16428e-05	0.000180053	0.000573728	0	0.000491861	1.0561e-05	4.68192e-06	0.000303233	0.000503463	0.000458096	2.81254e-06	8.34992e-05	0.000510233	0.000717352	0.000106794	0.000974967	0.000820188	0.000557457	0.000654573	0.000415615	0.000933657	6.62954e-05	0.000651937	9.27346e-05	0.000175236	0.000906063	0.00065267	0.000584773	0.000777021	0	0	0.000700142	0.000872778	0.000735889	4.38664e-05	0	2.41271e-05	0	0.000755657	0.000126514	6.39165e-05	0.000395571	0.000352043	0.000563262	0.000597324	7.35403e-05	0	1.79255e-05	0.000927453	0.000724568	0.000791892	0.000894911	0.000833125	0.000720742	0.000760045	0.000773469	0.000894698	0.000817812	0.000810917	0.000865763	0.000602749	0.000796082	0.000512235	0.000807506
PWY-6749: CMP-legionaminate biosynthesis I	0	0	0	0	0	2.37771e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6785: hydrogen production VIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32599e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25915e-06	0	0	1.33883e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0	0	4.62379e-05	6.10821e-05	0.000285272	5.59821e-05	0	0	2.36064e-05	0.000248282	0.000328252	0.000117882	1.69493e-05	2.98024e-05	8.60158e-05	0.000275663	2.53724e-05	1.35854e-06	2.2364e-05	1.68139e-05	0	4.28516e-06	1.67028e-05	6.88307e-05	3.71174e-06	0.000182233	5.73188e-05	0.00017799	5.32421e-05	0	1.1466e-05	4.19173e-07	7.61364e-08	9.45306e-07	1.64589e-05	1.48605e-05	0	9.79279e-06	0.000155926	4.58294e-05	8.65482e-05	0	1.84139e-05	2.31471e-05	0.000197358	2.1673e-05	4.69153e-05	3.12349e-05	3.00648e-05	6.53586e-05	1.1146e-05	0.000238509	6.25881e-07	5.06584e-06	3.17268e-07	7.89943e-06	3.52277e-06	7.12865e-06	9.60716e-07	1.44642e-06	0	9.0124e-07	2.07937e-07	1.24601e-07	2.72342e-06	5.26044e-06	2.49693e-06	0
PWY-6823: molybdenum cofactor biosynthesis	0	0	4.43529e-05	2.79543e-05	0.00017845	2.61934e-05	0	0	1.31393e-05	0	0	9.43974e-05	7.96683e-06	2.35126e-05	0	9.79617e-05	1.82919e-05	1.03375e-06	2.06131e-05	1.60867e-05	0	3.64412e-06	1.01476e-05	8.60557e-06	2.51524e-06	0.000165954	4.22379e-05	0.000117517	5.8838e-07	0	2.86173e-06	0	0	0	0	5.47211e-06	0	5.81678e-06	2.31151e-05	0	0	0	9.07396e-06	0	0.000153436	6.33427e-06	3.53766e-05	1.68123e-05	3.80734e-06	4.84437e-05	0	2.82843e-07	5.62393e-07	1.73552e-06	0	1.40589e-06	8.40761e-07	1.12904e-06	4.83596e-07	1.07825e-06	0	1.75658e-07	0	0	8.19339e-07	7.0316e-07	7.93375e-07	0
PWY-6829: tRNA methylation (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74228e-06	0	0	0	0	0	6.45198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0	0	0	0	0	0	8.97549e-08	0	0	0	0	0	1.87723e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50492e-07	0	0	0	7.65312e-08	0	0	0	0	0	0	0	0	7.28704e-06	0	0	0	0	0	6.11649e-06	8.65681e-08	0	1.04863e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis	3.68471e-06	0	3.53108e-05	2.79703e-05	0.000134387	1.33065e-05	0	0	6.20174e-05	2.05658e-06	1.4603e-07	2.67209e-05	2.58596e-05	2.18222e-05	0	6.74708e-05	2.30326e-05	2.17903e-06	3.16673e-05	2.15574e-05	0	8.77409e-06	1.05349e-05	1.23312e-05	3.13419e-06	0.000175368	3.21845e-05	0.000111436	1.06233e-06	0	5.07355e-06	1.06996e-07	0	1.56156e-06	0	8.52539e-06	0	5.82374e-06	2.39391e-05	0	1.08324e-05	0	9.56554e-06	2.33219e-07	0.000124728	5.62269e-05	3.98828e-05	1.61429e-05	7.27461e-06	4.30491e-05	0	2.10212e-06	4.18707e-07	2.1108e-05	1.09527e-05	6.77643e-07	1.64593e-06	1.84277e-05	0	6.34733e-07	6.87081e-07	1.7221e-07	6.98845e-06	1.00338e-06	3.99846e-06	2.29993e-06	1.15852e-06	0
PWY-6876: isopropanol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91525e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24561e-05	0	0	0	2.16848e-05	0	0	0	0	0	7.84194e-07	0	7.77572e-07	0	0
PWY-6891: thiazole biosynthesis II (Bacillus)	0	0	9.96227e-05	7.77912e-05	2.29916e-05	6.2411e-05	0	0	2.24794e-05	0.000186457	0.000208669	0.000167448	2.59382e-05	7.2185e-05	6.85717e-05	0.000211588	7.18987e-05	2.78073e-06	4.63153e-05	4.41783e-05	0	1.06379e-05	3.51515e-05	3.06082e-05	4.77944e-06	7.51827e-07	9.8029e-05	0.000116054	0.000104392	0	1.07543e-05	0	4.34359e-07	1.75778e-06	0	2.89921e-05	0	2.04068e-05	9.46349e-05	0	4.99494e-05	0	3.49259e-05	4.87205e-05	4.93478e-06	3.16402e-05	2.52453e-05	3.61404e-05	2.18137e-05	6.32242e-05	1.36038e-05	0.000261552	1.40167e-06	8.82767e-06	3.01591e-07	3.20116e-06	2.37874e-06	6.66259e-06	1.52916e-06	9.62651e-07	1.54555e-07	6.43133e-07	0	0	4.10302e-06	3.17495e-06	2.36007e-06	0
PWY-6892: thiazole biosynthesis I (E. coli)	0	0	0.00012892	9.09679e-05	0.000149438	7.22064e-05	0.000102941	0	2.74506e-05	0.000221177	0.000231848	0.000194834	3.17191e-05	8.62515e-05	8.25832e-05	0.000245356	8.7071e-05	1.43703e-05	5.45802e-05	6.04667e-05	2.66744e-05	1.32478e-05	4.26101e-05	3.72301e-05	8.06872e-06	0.000204892	0.000119273	0.000179827	0.000117631	3.0264e-05	1.87462e-05	1.93217e-05	1.74155e-05	2.18955e-06	0	4.00735e-05	5.11314e-06	2.97929e-05	0.000111707	0	6.33054e-05	0	4.28435e-05	9.19877e-05	0.000104334	3.76547e-05	4.59601e-05	4.76852e-05	2.68952e-05	6.993e-05	1.85271e-05	0.000301774	1.0788e-05	1.25982e-05	1.43224e-05	5.89171e-06	1.76663e-05	8.30129e-06	1.53646e-05	1.51916e-05	7.34492e-06	8.87501e-06	8.72728e-06	7.11955e-06	5.12124e-06	6.55809e-06	8.07701e-06	3.19463e-06
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	0	0	0.000168911	0.000168446	1.96574e-05	0.000111327	0	0	7.12478e-05	0	1.81434e-05	0.000191781	5.25347e-05	0.000162739	0	0.000121384	0.000157824	1.34952e-05	0.000100139	0.00010252	0	4.36359e-05	8.01677e-05	9.53026e-05	2.21933e-05	1.63234e-06	7.22639e-05	6.95629e-05	0.000129188	0	2.8005e-05	0	2.15958e-06	1.84463e-06	0	9.95624e-05	0	8.0176e-05	3.00107e-05	0	0	0	0.000109357	0.000140551	1.59172e-05	7.68512e-05	5.00345e-05	0.000119864	8.38147e-05	6.92905e-05	0	1.06954e-06	6.86028e-06	4.01233e-05	1.50075e-06	1.45752e-05	1.14241e-05	3.09302e-05	7.45563e-06	4.74156e-06	7.71078e-07	3.18304e-06	0	0	1.98894e-05	1.54514e-05	1.05336e-05	0
